ID,MINA,UF,MUNICIPIO,LATITUDE,LONGITUDE,RISCO
8723,Campbell,BA,MARACÁS,-13.686736388888889,-40.69166166666666,Baixa
8724,Campbell,BA,MARACÁS,-13.68725,-40.689138888888884,Baixa
8730,Unidade ITA4,SP,MOGI DAS CRUZES,-23.562805555555556,-46.267916666666665,Média
8732,Mina Santa Rita,BA,ITAGIBÁ,-14.189108888888889,-39.69714083333333,Baixa
8734,Nome da mina não informado,BA,ITAGIBÁ,-14.196540833333334,-39.691649722222216,Média
8741,Nome da mina não informado,TO,ARRAIAS,-12.895818888888888,-46.81811777777778,Alta
8743,Nome da mina não informado,MG,ANTÔNIO DIAS,-19.545458333333336,-43.03093611111111,Média
8744,Nome da mina não informado,AP,MAZAGÃO,0.4016738888888889,-51.75780888888889,Alta
8747,Nome da mina não informado,SP,AGUAÍ,-21.996222222222222,-47.16858333333333,Média
8748,Nome da mina não informado,SP,AGUAÍ,-21.996166666666667,-47.16780555555555,Média
8751,Complexo Germano,MG,MARIANA,-20.194805555555554,-43.49308333333333,Baixa
8753,JACOBINA MINERAÇÃO E COMÉRCIO LTDA,BA,JACOBINA,-11.243638888888889,-40.52575,Média
8757,JACOBINA MINERACAO E COMERCIO LTDA,BA,JACOBINA,-11.23511111111111,-40.52908333333333,Baixa
8758,Nome da mina não informado,MG,BRUMADINHO,-20.11202777777778,-44.220194444444445,Média
8759,Unidade ITA4,SP,MOGI DAS CRUZES,-23.56563888888889,-46.27336111111111,Média
8765,Complexo Germano,MG,MARIANA,-20.2165,-43.46794444444445,Baixa
8771,Nome da mina não informado,AM,PRESIDENTE FIGUEIREDO,0.7895555555555556,-60.01302777777778,Média
8773,Nome da mina não informado,MG,BRUMADINHO,-20.115694444444447,-44.218361111111115,Baixa
8774,Mina de Pitinga,AM,PRESIDENTE FIGUEIREDO,0.7384238888888889,-60.075865,Baixa
8775,Mina de Pitinga,AM,PRESIDENTE FIGUEIREDO,0.7565758333333333,-60.08802888888889,Média
8776,Complexo Germano,MG,MARIANA,-20.23131944444444,-43.44181666666666,Baixa
8777,Nome da mina não informado,MG,BRUMADINHO,-20.110916666666668,-44.22408333333333,Média
8778,Mina de Pitinga,AM,PRESIDENTE FIGUEIREDO,0.7896666666666666,-60.14427777777778,Baixa
8779,Mina de Pitinga,AM,PRESIDENTE FIGUEIREDO,0.7857222222222222,-60.14191666666667,Baixa
8780,Nome da mina não informado,BA,BRUMADO,-14.097930555555557,-41.68920555555555,Média
8782,Ponto Verde,MG,ITABIRITO,-20.272875833333334,-43.89517083333333,Baixa
8786,Nome da mina não informado,MT,ROSÁRIO OESTE,-14.843541666666667,-56.56296388888889,Média
8817,Nome da mina não informado,SP,SOROCABA,-23.508972222222223,-47.39088888888889,Média
8818,Mina de Cajati,SP,CAJATI,-24.718744444444443,-48.095475,Baixa
8820,Nome da mina não informado,BA,MAIQUINIQUE,-15.777333333333335,-40.32233333333334,Alta
8821,Nome da mina não informado,BA,MAIQUINIQUE,-15.778333333333334,-40.31783333333334,Alta
8822,Nome da mina não informado,SC,SIDERÓPOLIS,-28.577277777777777,-49.44219444444444,Baixa
8823,Nome da mina não informado,SP,RIBEIRÃO BRANCO,-24.25375,-48.91597222222222,Alta
8826,Nome da mina não informado,PB,VÁRZEA,-6.807472222222222,-37.008,Média
8827,Nome da mina não informado,RO,CAMPO NOVO DE RONDÔNIA,-10.505,-63.620583333333336,Média
8828,Nome da mina não informado,RO,CAMPO NOVO DE RONDÔNIA,-10.512972222222222,-63.62127777777778,Média
8829,Nome da mina não informado,PA,SÃO FÉLIX DO XINGU,-6.110194444444444,-52.275277777777774,Média
8830,Nome da mina não informado,PA,SÃO FÉLIX DO XINGU,-6.075777777777778,-52.25519444444444,Média
8831,Nome da mina não informado,RO,CUJUBIM,-9.523333333333333,-62.90588888888889,Média
8832,Nome da mina não informado,RO,JARU,-10.822,-62.83394444444445,Média
8833,Nome da mina não informado,RO,MINISTRO ANDREAZZA,-11.158402777777779,-61.611675,Média
8834,Nome da mina não informado,RO,MINISTRO ANDREAZZA,-11.161902777777778,-61.614111111111114,Média
8835,Nome da mina não informado,RO,URUPÁ,-11.135416666666666,-62.437527777777774,Média
8836,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-15.872527777777778,-56.17219444444444,Média
8843,Ponto Verde,MG,ITABIRITO,-20.26875,-43.893277777777776,Baixa
8855,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-15.98753611111111,-56.313855555555556,Baixa
8860,Mina Santana Céu Aberto ,SC,URUSSANGA,-28.453611111111112,-49.37027777777778,Alta
8863,Mina de Viga,MG,JECEABA,-20.56261111111111,-43.95086111111112,Baixa
8870,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-15.95722222222222,-56.48128888888889,Média
8875,Mina Vazante,MG,VAZANTE,-17.972666666666665,-46.814499999999995,Baixa
8876,Mina de Vazante,MG,VAZANTE,-17.965,-46.844166666666666,Baixa
8877,Nome da mina não informado,MT,JUÍNA,-11.313396944444445,-59.086264722222225,Média
8879,SÃO BENTO,MT,POCONÉ,-16.260277777777777,-56.595555555555556,Alta
8880,CMOC Brasil - Fosfato Ouvidor ,GO,OUVIDOR,-18.162499999999998,-47.84541666666667,Baixa
8899,Bom Jardim,MG,MIRAÍ,-21.211575277777776,-42.714930833333334,Baixa
8901,Mercês,MG,MERCÊS,-21.13257527777778,-43.350344722222225,Baixa
8902,Serra da Tumba,MG,INHAÚMA,-19.582444444444445,-44.41141666666667,Média
8905,Unidade ITA3,SP,MOGI DAS CRUZES,-23.401277777777775,-46.20541666666667,Baixa
8907,Nome da mina não informado,BA,JAGUARARI,-9.835730555555557,-39.824488888888894,Baixa
8908,Nome da mina não informado,BA,JAGUARARI,-9.830308333333333,-39.82491666666667,Média
8909,Nome da mina não informado,MT,NOVA XAVANTINA,-14.640749999999999,-52.496944444444445,Baixa
8910,Nome da mina não informado,MT,NOVA XAVANTINA,-14.639193888888888,-52.501331944444445,Baixa
8911,Pau Branco,MG,NOVA LIMA,-20.15272222222222,-43.96544444444445,Baixa
8913,Pau Branco,MG,NOVA LIMA,-20.14975,-43.96458333333334,Baixa
8914,Nome da mina não informado,MT,NOVA XAVANTINA,-14.64029888888889,-52.50102388888889,Baixa
8915,Mina Pau Branco,MG,BRUMADINHO,-20.16186111111111,-44.00622222222222,Baixa
8921,Nome da mina não informado,SP,ITAPETININGA,-23.65908333333333,-48.00566666666667,Média
8922,Nome da mina não informado,SP,ITAPETININGA,-23.651527777777776,-47.99236111111111,Média
8925,Nome da mina não informado,SP,SALTO DE PIRAPORA,-23.62836111111111,-47.622,Baixa
8926,Nome da mina não informado,SP,SÃO PAULO,-23.420555555555556,-46.73605555555556,Baixa
8927,Nome da mina não informado,SP,SALTO DE PIRAPORA,-23.631555555555558,-47.621805555555554,Baixa
8929,Mina Serra do Sapo,MG,CONCEIÇÃO DO MATO DENTRO,-18.861383333333336,-43.40399722222222,Baixa
8930,Nome da mina não informado,MG,DIAMANTINA,-18.009055555555555,-43.76891666666666,Média
8931,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-16.18325,-56.41858333333333,Média
8934,Grupamento mineiro de Itapecerica,MG,ITAPECERICA,-20.444222222222223,-45.13352777777778,Baixa
8935,Grupamento mineiro de Itapecerica,MG,ITAPECERICA,-20.440055555555556,-45.132,Baixa
8936,Grupamento mineiro de Itapecerica,MG,ITAPECERICA,-20.43786111111111,-45.14841666666667,Baixa
8937,Grupamento mineiro de Salto da Divisa,MG,SALTO DA DIVISA,-16.207638888888887,-39.94694444444444,Baixa
8938,Grupamento mineiro de Pedra Azul,MG,PEDRA AZUL,-15.888833333333332,-41.06022222222222,Baixa
8939,Grupamento mineiro de Pedra Azul,MG,PEDRA AZUL,-15.918861111111111,-41.03905555555556,Baixa
8940,Mina Lagoa das Flores,MG,ITATIAIUÇU,-20.1387,-44.38018888888889,Baixa
8941,Mina Lagoa das Flores,MG,ITATIAIUÇU,-20.138424999999998,-44.38658611111111,Baixa
8942,Nome da mina não informado,MG,MATEUS LEME,-20.119794444444445,-44.38552222222222,Média
8943,Nome da mina não informado,MG,MATEUS LEME,-20.12368888888889,-44.37551666666667,Média
8944,Nome da mina não informado,MG,ITATIAIUÇU,-20.131516666666666,-44.375011111111114,Média
8945,Nome da mina não informado,MG,ITATIAIUÇU,-20.13359722222222,-44.37956944444444,Média
8946,Nome da mina não informado,MG,ITATIAIUÇU,-20.13189722222222,-44.37663888888889,Média
8947,Nome da mina não informado,MG,ITABIRITO,-20.378852777777777,-43.91670277777777,Baixa
8948,Unidade ITA5,SP,GUARAREMA,-23.392305555555556,-46.136361111111114,Média
8949,Nome da mina não informado,MT,POCONÉ,-16.250611111111112,-56.59913888888889,Média
8950,Unidade ITA5,SP,GUARAREMA,-23.389027777777777,-46.135333333333335,Baixa
8951,Nome da mina não informado,SP,ALAMBARI,-23.579560833333332,-47.82935472222223,Média
8953,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-15.774750000000001,-56.28572222222222,Alta
8954,Mina Serra do Sapo,MG,CONCEIÇÃO DO MATO DENTRO,-18.889722222222222,-43.405277777777776,Baixa
8955,Serra Azul ,MG,ITATIAIUÇU,-20.137583333333332,-44.396166666666666,Alta
8956,Estação de Bombeamento 2,MG,SANTO ANTÔNIO DO GRAMA,-20.344805555555553,-42.56188888888889,Baixa
8957,Nome da mina não informado,MG,ITATIAIUÇU,-20.138711944444445,-44.40083083333333,Baixa
8958,Nome da mina não informado,MG,ITATIAIUÇU,-20.138583333333333,-44.400749999999995,Média
8959,Nome da mina não informado,RJ,SÃO JOÃO DA BARRA,-21.83111111111111,-41.02055555555555,Média
8963,Nome da mina não informado,MG,BRUMADINHO,-20.1216,-44.31937222222223,Média
8972,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-15.895583333333333,-56.18538888888889,Média
8975,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-15.466513888888889,-56.46089583333334,Baixa
8976,Nome da mina não informado,MG,ITABIRITO,-20.377275,-43.91469722222222,Média
8977,Nome da mina não informado,MG,ITABIRITO,-20.37808888888889,-43.91542777777778,Média
8978,Nome da mina não informado,MG,ITABIRITO,-20.377702777777777,-43.91509444444444,Média
8980,Nome da mina não informado,MG,ITABIRITO,-20.3795,-43.916916666666665,Média
8981,Nome da mina não informado,MG,ITABIRITO,-20.37718611111111,-43.91268888888889,Média
8982,Mina São Vicente,MT,NOVA LACERDA,-14.53711111111111,-59.770244444444444,Baixa
8983,Nome da mina não informado,MG,ITABIRITO,-20.379427777777778,-43.91690277777778,Média
8984,Nome da mina não informado,MG,ITABIRITO,-20.380666666666666,-43.91750833333333,Média
8985,Nome da mina não informado,MG,ITABIRITO,-20.38071111111111,-43.91925833333333,Média
8988,Nome da mina não informado,AP,MAZAGÃO,0.37949999999999995,-51.72277777777778,Média
8990,Nome da mina não informado,PA,ITAITUBA,-6.325083333333333,-55.7845,Baixa
8993,Nome da mina não informado,AP,MAZAGÃO,0.3516111111111111,-51.83786111111112,Média
8995,Nome da mina não informado,PI,SÃO LOURENÇO DO PIAUÍ,-9.236055555555554,-42.57811111111111,Média
9000,Nome da mina não informado,MG,FORTALEZA DE MINAS,-20.89286111111111,-46.70527777777778,Alta
9001,Nome da mina não informado,MT,POCONÉ,-16.290750000000003,-56.71197222222222,Média
9005,Nome da mina não informado,MT,CUIABÁ,-15.560166666666667,-55.79266666666666,Média
9006,Nome da mina não informado,MT,NOVA SANTA HELENA,-10.686652777777779,-54.82438055555556,Média
9007,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-15.696527777777778,-56.33391666666667,Média
9008,Nome da mina não informado,MT,NOVA SANTA HELENA,-10.686322222222222,-54.82423888888889,Média
9011,Nome da mina não informado,TO,MONTE DO CARMO,-10.760492777777777,-48.08072555555556,Baixa
9012,Mineração Bom Futuro,MT,NOSSA SENHORA DO LIVRAMENTO,-15.659277777777778,-56.28508333333333,Média
9018,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-15.65463888888889,-56.38876388888889,Média
9019,Nome da mina não informado,AP,CALÇOENE,2.285833333333333,-51.63333333333333,Média
9020,Esrnesto,MT,PONTES E LACERDA,-15.347345833333334,-59.25678166666667,Baixa
9021,Nome da mina não informado,MG,RIACHO DOS MACHADOS,-16.0546,-43.11406388888889,Baixa
9022,Nome da mina não informado,MT,CUIABÁ,-15.56445277777778,-55.821783333333336,Média
9023,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-15.838883333333333,-56.18623888888889,Média
9026,Nome da mina não informado,SC,FORQUILHINHA,-28.738500000000002,-49.425888888888885,Média
9027,Nome da mina não informado,GO,PILAR DE GOIÁS,-14.810166666666667,-49.54066666666667,Alta
9029,Santa Bárbara,RO,ITAPUÃ DO OESTE,-9.198694444444445,-63.075138888888894,Média
9030,Santa Bárbara,RO,ITAPUÃ DO OESTE,-9.20436111111111,-63.08455555555556,Baixa
9031,Santa Bárbara,RO,ITAPUÃ DO OESTE,-9.205542777777778,-63.083620833333335,Baixa
9032,Santa Bárbara,RO,ITAPUÃ DO OESTE,-9.210861111111111,-63.08638888888889,Média
9034,MINERAÇÃO OURO BRANCO,SP,SALTO DE PIRAPORA,-23.662,-47.66663888888889,Alta
9037,Mina Miguel Burnier,MG,OURO PRETO,-20.423558333333336,-43.75310277777778,Baixa
9040,Nome da mina não informado,MG,ITABIRITO,-20.292908333333337,-43.938627777777775,Baixa
9042,Mina Miguel Burnier,MG,OURO PRETO,-20.454777777777778,-43.776944444444446,Baixa
9043,Nome da mina não informado,MG,ITABIRITO,-20.278388888888887,-43.930861111111106,Baixa
9044,Nome da mina não informado,MG,ITABIRITO,-20.282999999999998,-43.927277777777775,Baixa
9045,Mina Várzea do Lopes,MG,ITABIRITO,-20.301869444444446,-43.923024999999996,Baixa
9050,Mina Tucano,AP,PEDRA BRANCA DO AMAPARI,0.8722777777777777,-51.89593055555555,Baixa
9051,Mina Tucano,AP,PEDRA BRANCA DO AMAPARI,0.8531666666666667,-51.888194444444444,Baixa
9056,Unidade ITA10,SP,SANTA ISABEL,-23.355833333333333,-46.283166666666666,Baixa
9058,Unidade ITA10,SP,SANTA ISABEL,-23.35663888888889,-46.28494444444444,Alta
9059,Unidade ITA10,SP,SANTA ISABEL,-23.356805555555557,-46.275333333333336,Média
9060,Unidade ITA10,SP,SANTA ISABEL,-23.356055555555557,-46.27469444444444,Média
9062,Mina RCC,PA,BARCARENA,-1.5734438888888889,-48.75288277777778,Média
9063,Mina RCC,PA,BARCARENA,-1.5741666666666667,-48.7505,Média
9064,Mina RCC,PA,BARCARENA,-1.5730555555555557,-48.75555555555555,Média
9065,Mina RCC,PA,BARCARENA,-1.5706111111111112,-48.75702777777778,Baixa
9067,Mina RCC,PA,BARCARENA,-1.5809027777777778,-48.74978388888889,Baixa
9068,Mina RCC,PA,BARCARENA,-1.5813408333333334,-48.751307777777775,Baixa
9069,Mina RCC,PA,BARCARENA,-1.584,-48.748916666666666,Baixa
9070,Mina RCC,PA,BARCARENA,-1.5827777777777778,-48.747055555555555,Baixa
9073,Mina RCC,PA,BARCARENA,-1.5814269444444444,-48.745565,Baixa
9074,Mina PPSA,PA,IPIXUNA DO PARÁ,-2.8334722222222224,-47.908055555555556,Média
9075,Mina PPSA,PA,IPIXUNA DO PARÁ,-2.820583333333333,-47.90694444444444,Baixa
9077,Mina PPSA,PA,IPIXUNA DO PARÁ,-2.820631944444444,-47.893555,Média
9080,Nome da mina não informado,RO,VILHENA,-12.932583333333334,-60.34952777777778,Média
9081,Nome da mina não informado,RS,NOVA PETRÓPOLIS,-29.346666666666664,-51.19166666666666,Baixa
9083,Nome da mina não informado,RO,VILHENA,-12.95253611111111,-60.408249999999995,Média
9091,Nome da mina não informado,MG,BELA VISTA DE MINAS,-19.784722222222225,-43.192027777777774,Média
9092,Nome da mina não informado,MG,BELA VISTA DE MINAS,-19.78311111111111,-43.18311111111111,Média
9093,Nome da mina não informado,MG,BELA VISTA DE MINAS,-19.784972222222223,-43.180166666666665,Média
9094,Nome da mina não informado,MG,BELA VISTA DE MINAS,-19.777177777777776,-43.189425,Média
9095,Nome da mina não informado,MG,BELA VISTA DE MINAS,-19.77631472222222,-43.191047777777776,Média
9096,Nome da mina não informado,MG,BELA VISTA DE MINAS,-19.78609777777778,-43.17279694444444,Média
9097,Nome da mina não informado,MG,BELA VISTA DE MINAS,-19.783826944444446,-43.165212777777775,Média
9098,Tamanduá,MG,NOVA LIMA,-20.068666666666665,-43.93058333333333,Baixa
9099,Horizontes,MG,NOVA LIMA,-20.12988888888889,-43.92569444444444,Baixa
9100,Nome da mina não informado,MG,NOVA LIMA,-20.18186111111111,-43.867,Alta
9101,Horizontes,MG,NOVA LIMA,-20.12441666666667,-43.92522222222222,Baixa
9103,Nome da mina não informado,MG,NOVA LIMA,-20.15288888888889,-43.888416666666664,Baixa
9104,Abóboras,MG,NOVA LIMA,-20.155694444444443,-43.88711111111111,Baixa
9105,Horizontes,MG,NOVA LIMA,-20.11061527777778,-43.963614166666666,Baixa
9110,Nome da mina não informado,RO,RIO CRESPO,-9.622277777777779,-63.06086111111111,Média
9111,Nome da mina não informado,RO,VILHENA,-12.95975,-60.287638888888885,Média
9113,Nome da mina não informado,MG,ITATIAIUÇU,-20.148377777777778,-44.45998388888889,Baixa
9114,Nome da mina não informado,MG,ITAÚNA,-20.14776138888889,-44.46010305555556,Média
9120,Mina do Recreio,RS,BUTIÁ,-30.14566138888889,-52.00377527777778,Baixa
9121,Mina do Cerro,RS,CACHOEIRA DO SUL,-30.386201944444444,-53.043733055555556,Média
9122,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-16.139333333333333,-56.396,Média
9124,Nome da mina não informado,AP,CALÇOENE,2.321194444444444,-51.69058333333333,Média
9125,Nome da mina não informado,PA,PARAGOMINAS,-3.265273888888889,-47.753166666666665,Baixa
9127,Nome da mina não informado,PA,PARAGOMINAS,-3.275,-47.736333333333334,Baixa
9128,Nome da mina não informado,PA,PARAGOMINAS,-3.2594944444444445,-47.75816666666667,Baixa
9129,Nome da mina não informado,BA,ANDORINHA,-10.314166666666667,-39.76722222222222,Média
9130,Nome da mina não informado,BA,ANDORINHA,-10.314916666666667,-39.76583333333333,Média
9131,Nome da mina não informado,BA,ANDORINHA,-10.315555555555557,-39.76583333333333,Média
9134,Ferro + Mineração S. A.,MG,OURO PRETO,-20.425600000000003,-43.864691666666666,Baixa
9135,Nome da mina não informado,MG,CONGONHAS,-20.436508333333332,-43.87179166666667,Baixa
9136,Mina do Sossego,PA,CANAÃ DOS CARAJÁS,-6.429108888888889,-50.07015388888889,Baixa
9137,Nome da mina não informado,PA,CANAÃ DOS CARAJÁS,-6.408027777777778,-50.04416666666666,Baixa
9138,Nome da mina não informado,PA,CANAÃ DOS CARAJÁS,-6.405722222222223,-50.057111111111105,Baixa
9139,Nome da mina não informado,PA,CANAÃ DOS CARAJÁS,-6.402594722222222,-50.075408888888894,Baixa
9140,Nome da mina não informado,PA,CANAÃ DOS CARAJÁS,-6.411516944444445,-50.033252777777776,Baixa
9141,Nome da mina não informado,PA,CANAÃ DOS CARAJÁS,-6.405993888888889,-50.084200833333334,Baixa
9143,Nome da mina não informado,PA,CANAÃ DOS CARAJÁS,-6.433861111111112,-50.048361111111106,Baixa
9144,Descalvado,SP,DESCALVADO,-21.954739444444442,-47.61333722222222,Baixa
9145,Descalvado,SP,DESCALVADO,-21.951668333333334,-47.61306166666667,Baixa
9146,Analândia,SP,ANALÂNDIA,-22.15502083333333,-47.63945138888889,Média
9147,Nome da mina não informado,GO,ALTO HORIZONTE,-14.205833333333333,-49.406166666666664,Baixa
9148,Bom Futuro,RO,ARIQUEMES,-9.765406944444445,-63.52003083333333,Média
9149,Nome da mina não informado,RO,ARIQUEMES,-9.787805555555556,-63.57516666666667,Alta
9150,Nome da mina não informado,RO,ARIQUEMES,-9.7955,-63.56527777777777,Média
9151,Nome da mina não informado,RO,ARIQUEMES,-9.817,-63.55319444444444,Alta
9152,Nome da mina não informado,RO,ARIQUEMES,-9.76586111111111,-63.568583333333336,Média
9153,Nome da mina não informado,RO,VILHENA,-12.897444444444444,-60.42258333333333,Média
9154,Leão I,RS,MINAS DO LEÃO,-30.131027777777778,-52.051944444444445,Alta
9155,Nome da mina não informado,RO,VILHENA,-12.804852777777779,-60.364444444444445,Média
9156,Nome da mina não informado,GO,OUVIDOR,-18.152136944444443,-47.80566694444444,Baixa
9157,Nome da mina não informado,GO,OUVIDOR,-18.148055555555555,-47.80305555555555,Baixa
9158,Nome da mina não informado,GO,OUVIDOR,-18.141666666666666,-47.811388888888885,Baixa
9164,Nome da mina não informado,MS,CORUMBÁ,-19.19184027777778,-57.61378138888889,Média
9168,Mina Santa Cruz,MS,CORUMBÁ,-19.224446666666665,-57.559979166666665,Baixa
9170,Nome da mina não informado,RO,ITAPUÃ DO OESTE,-9.431805555555554,-63.055527777777776,Média
9171,Nome da mina não informado,RO,ITAPUÃ DO OESTE,-9.43163888888889,-63.055527777777776,Média
9172,Nome da mina não informado,RO,ITAPUÃ DO OESTE,-9.42386111111111,-63.047888888888885,Média
9173,Nome da mina não informado,MT,RIO BRANCO,-15.396194444444443,-58.14525,Baixa
9181,Mina de Monjolinho,MS,CORUMBÁ,-19.26527777777778,-57.52661111111111,Baixa
9183,Mina de Monjolinho,MS,CORUMBÁ,-19.262694444444445,-57.527055555555556,Baixa
9186,Mina Lais,MS,CORUMBÁ,-19.205527777777778,-57.635305555555554,Alta
9187,Nome da mina não informado,BA,BARROCAS,-11.449666666666667,-39.089666666666666,Baixa
9188,Nome da mina não informado,BA,BARROCAS,-11.447133888888889,-39.071195833333334,Baixa
9189,Nome da mina não informado,BA,BARROCAS,-11.448055555555555,-39.09805555555556,Baixa
9197,Nome da mina não informado,PA,PARAGOMINAS,-3.2648444444444444,-47.72116666666667,Baixa
9212,Nome da mina não informado,GO,SÃO LUÍS DE MONTES BELOS,-16.39388888888889,-50.38366666666666,Média
9214,Nome da mina não informado,SP,MOGI DAS CRUZES,-23.404444444444444,-46.19847222222222,Média
9216,UNIDADE MINERADORA DE LAGAMAR (UML),MG,LAGAMAR,-18.27986111111111,-46.86211111111111,Baixa
9218,DIBASE HORTOLANDIA,SP,HORTOLÂNDIA,-22.852100833333335,-47.23936277777778,Média
9219,Unidade ITA13,SP,BOFETE,-23.177833333333336,-48.34466666666667,Baixa
9220,Unidade ITA13,SP,BOFETE,-23.17813888888889,-48.34652777777778,Média
9226,Nome da mina não informado,SP,CARAGUATATUBA,-23.659,-45.52066666666666,Média
9227,Nome da mina não informado,BA,CAMPO FORMOSO,-10.54561111111111,-40.42519444444444,Baixa
9228,Mina Pedrinhas,BA,CAMPO FORMOSO,-10.545,-40.41455555555555,Baixa
9229,Nome da mina não informado,MA,CODÓ,-4.523583333333333,-44.01602777777778,Média
9233,Nome da mina não informado,SP,CAPIVARI,-23.00825777777778,-47.48237972222223,Média
9235,Nome da mina não informado,BA,JAGUARARI,-9.861611111111111,-39.873083333333334,Média
9236,Nome da mina não informado,BA,JAGUARARI,-9.85286111111111,-39.868138888888886,Baixa
9237,Nome da mina não informado,SP,SÃO PAULO,-23.785111111111114,-46.696777777777775,Média
9238,Nome da mina não informado,SP,SÃO PAULO,-23.782916666666665,-46.69880555555555,Média
9239,Nome da mina não informado,SP,SÃO SIMÃO,-21.432786111111113,-47.61324166666667,Baixa
9240,Nome da mina não informado,SP,MOGI DAS CRUZES,-23.411944444444444,-46.21188888888889,Média
9242,Nome da mina não informado,SP,MOGI DAS CRUZES,-23.41685,-46.21273888888889,Baixa
9244,Nome da mina não informado,SP,BOFETE,-23.120833333333334,-48.2265,Média
9246,Nome da mina não informado,MT,CUIABÁ,-15.558333333333334,-55.802905555555554,Média
9248,Mato Preto 2,PR,CERRO AZUL,-24.747997222222224,-49.19470277777778,Média
9249,Mato Preto !,PR,CERRO AZUL,-24.748508333333334,-49.187797222222216,Média
9250,São Francisco,MT,VILA BELA DA SANTÍSSIMA TRINDADE,-14.852415833333334,-59.654468611111106,Baixa
9251,São Francisco,MT,VILA BELA DA SANTÍSSIMA TRINDADE,-14.835988055555557,-59.66909111111111,Baixa
9252,Nome da mina não informado,GO,SÃO LUÍS DE MONTES BELOS,-16.39713888888889,-50.38341666666667,Média
9258,Mina Santa Felicidade,MT,NOSSA SENHORA DO LIVRAMENTO,-15.663845833333333,-56.35261388888889,Baixa
9259,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-15.656355833333334,-56.33784083333334,Média
9261,Nome da mina não informado,MG,BRUMADINHO,-20.126694444444446,-44.31613888888889,Média
9262,Nome da mina não informado,MT,NOSSA SENHORA DO LIVRAMENTO,-16.184255555555556,-56.43501111111111,Média
9263,CMISS,MG,SERRA DO SALITRE,-19.047833333333337,-46.724000000000004,Baixa
9266,Nome da mina não informado,MG,PARACATU,-17.496333333333336,-46.81883333333334,Baixa
9267,Nome da mina não informado,MG,PARACATU,-17.510666666666665,-46.82833333333333,Baixa
9268,Nome da mina não informado,MG,PARACATU,-17.513333333333332,-46.82833333333333,Baixa
9269,Nome da mina não informado,MG,MIRAÍ,-21.06215472222222,-42.563762777777775,Baixa
9270,Nome da mina não informado,MG,ITAMARATI DE MINAS,-21.455224722222223,-42.87165888888889,Baixa
9272,Nome da mina não informado,MS,CORUMBÁ,-19.190809444444444,-57.6166975,Média
9273,Nome da mina não informado,PA,JURUTI,-2.505,-56.175777777777775,Baixa
9274,Nome da mina não informado,PA,JURUTI,-2.5006944444444446,-56.166805555555555,Baixa
9275,Mina de Bauxita da Alcoa Juruti,PA,JURUTI,-2.496611111111111,-56.17380555555555,Baixa
9276,Nome da mina não informado,PA,JURUTI,-2.495888888888889,-56.18801111111111,Baixa
9277,Nome da mina não informado,RO,ARIQUEMES,-9.792790833333333,-63.55968583333333,Média
9278,Nome da mina não informado,MG,MARIANA,-20.24127777777778,-43.41088694444444,Baixa
9279,Nome da mina não informado,MG,MARIANA,-20.235874722222224,-43.42299194444444,Baixa
9280,Nome da mina não informado,MG,MATIPÓ,-20.371955833333335,-42.35480777777778,Baixa
9281,Nome da mina não informado,MG,MARIANA,-20.17090388888889,-43.49808888888889,Média
9282,Nome da mina não informado,MG,MARIANA,-20.16991,-43.49610583333333,Média
9286,Complexo de Germano,MG,MARIANA,-20.210477777777776,-43.46011388888889,Baixa
9287,Nome da mina não informado,PA,ITAITUBA,-6.325094444444444,-55.78635555555555,Baixa
9288,Analândia,SP,ANALÂNDIA,-22.156957499999997,-47.64279138888889,Baixa
9289,Nome da mina não informado,PA,ORIXIMINÁ,-1.6877777777777778,-56.472500000000004,Baixa
9291,Nome da mina não informado,MG,BETIM,-19.864936111111113,-44.09308444444445,Baixa
9292,Nome da mina não informado,MG,BETIM,-19.875955555555556,-44.10049166666667,Baixa
9295,Nome da mina não informado,MG,ITUTINGA,-21.30823888888889,-44.66088333333333,Média
9296,Nome da mina não informado,MG,SABARÁ,-19.821413888888888,-43.71707777777778,Média
9297,Nome da mina não informado,MG,SABARÁ,-19.815466666666666,-43.71013611111111,Média
9298,Nome da mina não informado,MG,ITUTINGA,-21.30823611111111,-44.661830555555554,Média
9299,Nome da mina não informado,MG,ITUTINGA,-21.308733333333333,-44.66203888888889,Média
9301,Nome da mina não informado,MG,ITAÚNA,-20.14667222222222,-44.45438611111111,Baixa
9302,Nome da mina não informado,MG,ITAÚNA,-20.146855555555554,-44.45146388888889,Média
9304,Nome da mina não informado,MG,ITABIRITO,-20.28597388888889,-43.898487777777774,Baixa
